compound_ids,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3
1-Bromo-2-methylpropane,CC(C)CBr,-2.43,1,,0.0,unique_keep,137.01999999999998,2.0373,0.0,0,0,1,0,0,5,1.0
Iodoethane,CCI,-1.6,1,,0.0,unique_keep,155.966,1.4413,0.0,0,0,0,0,0,3,1.0
Pirimicarb,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-1.95,1,,0.0,unique_keep,238.29099999999997,1.2198399999999998,58.56,0,5,2,1,1,17,0.5454545454545454
1-Bromohexane,CCCCCCBr,-3.81,1,,0.0,unique_keep,165.074,2.9616000000000016,0.0,0,0,4,0,0,7,1.0
2-Methylpentane,CCCC(C)C,-3.74,1,,0.0,unique_keep,86.178,2.442500000000001,0.0,0,0,2,0,0,6,1.0
Tetrafluthrin,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,1,,0.0,unique_keep,418.7360000000001,5.551820000000002,26.3,0,2,4,2,1,27,0.47058823529411764
Metolachlor,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,-2.73,1,,0.0,unique_keep,283.799,3.1641200000000014,29.540000000000003,0,2,6,1,1,19,0.5333333333333333
nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1,-2.19,1,,0.0,unique_keep,156.09699999999998,0.9959,88.87,1,5,2,1,1,11,0.0
Fluvalinate,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.003,1,,0.0,unique_keep,502.9200000000002,7.395680000000005,71.35,1,5,8,3,3,35,0.23076923076923078
Amitrole,Nc1nc[nH]n1,0.522,1,,0.0,unique_keep,84.082,-0.6131000000000002,67.59,2,3,0,1,1,6,0.0
Tribromomethane,BrC(Br)Br,-1.91,1,,0.0,unique_keep,252.731,2.4547,0.0,0,0,0,0,0,4,1.0
Trichlorfon,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,1,,0.0,unique_keep,257.437,2.1609000000000003,55.760000000000005,1,4,3,0,0,12,1.0
Phosalone,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,-5.233,1,,0.0,unique_keep,367.8160000000001,4.236100000000003,53.6,0,6,7,2,2,21,0.4166666666666667
Phenylmethanol,OCc1ccccc1,-0.4,1,,0.0,unique_keep,108.13999999999997,1.1789,20.23,1,1,1,1,1,8,0.14285714285714285
Coumatetralyl,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,-2.84,1,,0.0,unique_keep,292.33399999999995,3.9668000000000028,50.44,1,3,1,4,3,22,0.21052631578947367
4-Bromophenol,Oc1ccc(Br)cc1,-1.09,1,,0.0,unique_keep,173.00900000000001,2.1547,20.23,1,1,0,1,1,8,0.0
2-Bromopropane,CC(C)Br,-1.59,1,,0.0,unique_keep,122.993,1.7897,0.0,0,0,0,0,0,4,1.0
"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,-4.74,1,,0.0,unique_keep,114.23199999999999,3.0786000000000016,0.0,0,0,1,0,0,8,1.0
"1,3,5-Trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.89,1,,0.0,unique_keep,213.105,1.4111999999999998,129.42000000000002,0,6,3,1,1,15,0.0
Nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.796,1,,0.0,unique_keep,295.29800000000006,2.4086000000000007,75.81,0,4,2,3,2,22,0.125
Propane,CCC,-1.94,1,,0.0,unique_keep,44.096999999999994,1.4163,0.0,0,0,0,0,0,3,1.0
Minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],-1.989,1,,0.0,unique_keep,209.25300000000001,-0.13029999999999975,95.11,2,5,1,2,1,15,0.5555555555555556
1-aminoacridine,Nc1cccc2nc3ccccc3cc12,-4.22,1,,0.0,unique_keep,194.23700000000002,2.970200000000001,38.91,1,2,0,3,3,15,0.0
Benzo(k)fluoranthene,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49,1,,0.0,unique_keep,252.31599999999997,5.640400000000003,0.0,0,0,0,5,4,20,0.0
Dicofol,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.666,1,,0.0,unique_keep,370.49,5.599500000000002,20.23,1,1,2,2,2,20,0.14285714285714285
Acenapthene,c1cc2c3c(cccc3c1)CC2,-4.63,1,,0.0,unique_keep,154.21199999999993,2.9384000000000006,0.0,0,0,0,3,2,12,0.16666666666666666
"1,4-Dibromobenzene",Brc1ccc(Br)cc1,-4.07,1,,0.0,unique_keep,235.90599999999998,3.2116000000000007,0.0,0,0,0,1,1,8,0.0
Methazole,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,-2.82,1,,0.0,unique_keep,261.064,1.4359999999999997,57.14,0,3,1,2,2,16,0.1111111111111111
p-Phenylphenol,Oc1ccc(-c2ccccc2)cc1,-3.48,1,,0.0,unique_keep,170.211,3.0592000000000015,20.23,1,1,1,2,2,13,0.0
pyracarbolid,CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.56,1,,0.0,unique_keep,217.26799999999994,2.709500000000001,38.33,1,2,2,2,1,16,0.3076923076923077
Ethyl vinyl ether,C=COCC,-0.85,1,,0.0,unique_keep,72.107,1.1664,9.23,0,1,2,0,0,5,0.5
1-Butyne,C#CCC,-1.24,1,,0.0,unique_keep,54.092,1.0295999999999998,0.0,0,0,0,0,0,4,0.5
4-methoxypteridine,COc1ncnc2nccnc12,-1.11,1,,0.0,unique_keep,162.15200000000002,0.4283999999999998,60.790000000000006,0,5,1,2,2,12,0.14285714285714285
3-Methyl-3-heptanol,CCCCC(C)(O)CC,-1.6,1,,0.0,unique_keep,130.23099999999997,2.3376,20.23,1,1,4,0,0,9,1.0
"1,4-Dichlorobenzene",Clc1ccc(Cl)cc1,-3.27,1,,0.0,unique_keep,147.00400000000002,2.993400000000001,0.0,0,0,0,1,1,8,0.0
3-Ethanoyloxymethylphenytoin,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.47,1,,0.0,unique_keep,324.33600000000007,2.0026,75.71000000000001,1,4,4,3,2,24,0.16666666666666666
"Sparsomycin (3,8mg/ml)",CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,1,,0.0,unique_keep,361.4450000000001,-1.068879999999999,132.11999999999998,4,6,8,1,1,23,0.46153846153846156
3-methylindole,Cc1c[nH]c2ccccc12,-2.42,1,,0.0,unique_keep,131.17799999999997,2.4763200000000003,15.79,1,0,0,2,2,10,0.1111111111111111
2-methoxypteridine,COc1ncc2nccnc2n1,-1.11,1,,0.0,unique_keep,162.152,0.42839999999999984,60.790000000000006,0,5,1,2,2,12,0.14285714285714285
Dioxacarb,CNC(=O)Oc1ccccc1C1OCCO1,-1.57,1,,0.0,unique_keep,223.22799999999995,1.4502,56.790000000000006,1,4,2,2,1,16,0.36363636363636365
isocarbamid,CC(C)CNC(=O)N1CCNC1=O,-2.15,1,,0.0,unique_keep,185.22699999999998,0.3772000000000003,61.440000000000005,2,2,2,1,0,13,0.75
Acetonitrile,CC#N,0.26,1,,0.0,unique_keep,41.053,0.52988,23.79,0,1,0,0,0,3,0.5
Fenoxycarb,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.7,1,,0.0,unique_keep,301.34200000000004,3.6038000000000023,56.790000000000006,1,4,7,2,2,22,0.23529411764705882
acetyl sulfisoxazole,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,-3.59,1,,0.0,unique_keep,293.348,1.9493399999999999,89.43,1,5,3,2,2,20,0.23076923076923078
"1,1,1,2-Tetrachloroethane",ClCC(Cl)(Cl)Cl,-2.18,1,,0.0,unique_keep,167.85,2.5954000000000006,0.0,0,0,0,0,0,6,1.0
1-Butanol,CCCCO,0.0,1,,0.0,unique_keep,74.12299999999999,0.7787999999999999,20.23,1,1,2,0,0,5,1.0
Siduron,CC1CCCCC1NC(=O)Nc1ccccc1,-4.11,1,,0.0,unique_keep,232.32700000000003,3.386800000000001,41.13,2,1,2,2,1,17,0.5
"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,-4.48,1,,0.0,unique_keep,181.449,3.6468000000000007,0.0,0,0,0,1,1,9,0.0
Furfural,O=Cc1ccco1,-0.1,1,,0.0,unique_keep,96.08499999999998,1.0920999999999998,30.21,0,2,1,1,1,7,0.0
3-Methylbutan-1-ol,CC(C)CCO,-0.51,1,,0.0,unique_keep,88.14999999999999,1.0248,20.23,1,1,2,0,0,6,1.0
piperonal,O=Cc1ccc2c(c1)OCO2,-1.63,1,,0.0,unique_keep,150.13299999999995,1.2278,35.53,0,3,1,2,1,11,0.125
2-Methylpropene,C=C(C)C,-2.33,1,,0.0,unique_keep,56.10799999999999,1.5824,0.0,0,0,0,0,0,4,0.5
Benzaldehyde,O=Cc1ccccc1,-1.19,1,,0.0,unique_keep,106.12399999999997,1.4990999999999999,17.07,0,1,1,1,1,8,0.0
"2,3-Dimethyl-1,3-Butadiene",C=C(C)C(=C)C,-2.4,1,,0.0,unique_keep,82.14599999999999,2.1386000000000003,0.0,0,0,1,0,0,6,0.3333333333333333
Benfuracarb,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,-4.71,1,,0.0,unique_keep,410.53600000000023,4.057500000000004,68.31,0,7,8,2,1,28,0.6
RTI 10,CN1C(=O)c2cccnc2Oc2ccccc21,-3.672,1,,0.0,unique_keep,226.23499999999999,2.4639000000000006,42.43000000000001,0,3,0,3,2,17,0.07692307692307693
Fluorene ,c1ccc2c(c1)Cc1ccccc1-2,-5.0,1,,0.0,unique_keep,166.22299999999998,3.2578000000000014,0.0,0,0,0,3,2,13,0.07692307692307693
Methylcyclohexane ,CC1CCCCC1,-3.85,1,,0.0,unique_keep,98.18900000000001,2.5866000000000007,0.0,0,0,0,1,0,7,1.0
sulfaguanidine,N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99,1,,0.0,unique_keep,214.25,-0.5594299999999999,122.05999999999999,4,4,2,1,1,14,0.0
Methylparaben,COC(=O)c1ccc(O)cc1,-1.827,1,,0.0,unique_keep,152.149,1.1788,46.53,1,3,1,1,1,11,0.125
2-Methyltetrahydrofurane,CC1CCCO1,0.11,1,,0.0,unique_keep,86.134,1.1853,9.23,0,1,0,1,0,6,1.0
Santonin,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,1,,0.0,unique_keep,246.30599999999995,2.419600000000001,43.370000000000005,0,3,0,3,0,18,0.6
Salicin,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.85,1,,0.0,unique_keep,286.28,-1.6424000000000003,119.61000000000001,5,7,4,2,1,20,0.5384615384615384
1-Iodopropane,CCCI,-2.29,1,,0.0,unique_keep,169.993,1.8314,0.0,0,0,1,0,0,4,1.0
Ametryn,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,1,,0.0,unique_keep,227.337,1.8455999999999997,62.730000000000004,2,6,5,1,1,15,0.6666666666666666
1-Propanol,CCCO,0.62,1,,0.0,unique_keep,60.096,0.3887,20.23,1,1,1,0,0,4,1.0
Hydroxyprogesterone-17a,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,1,,0.0,unique_keep,330.4680000000001,3.8384000000000027,54.37,1,3,1,4,0,24,0.8095238095238095
2-Pentanol,CCCC(C)O,-0.29,1,,0.0,unique_keep,88.14999999999999,1.1673,20.23,1,1,2,0,0,6,1.0
benzoin,O=C(c1ccccc1)C(O)c1ccccc1,-2.85,1,,0.0,unique_keep,212.248,2.602900000000001,37.3,1,2,3,2,2,16,0.07142857142857142
"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,-1.19,1,,0.0,unique_keep,122.16699999999999,2.0090399999999997,20.23,1,1,0,1,1,9,0.25
m-Chloronitrobenzene ,O=[N+]([O-])c1cccc(Cl)c1,-2.77,1,,0.0,unique_keep,157.55599999999998,2.2482000000000006,43.14,0,2,1,1,1,10,0.0
ampyrone,Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.624,1,,0.0,unique_keep,203.245,1.0666200000000003,52.95,1,2,1,2,2,15,0.18181818181818182
"2,2',4,5'-PCB",Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.57,1,,0.0,unique_keep,291.99199999999996,5.967200000000001,0.0,0,0,1,2,2,16,0.0
"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.92,1,,0.0,unique_keep,260.762,4.7574,0.0,0,0,1,0,0,10,0.0
Terbutryn,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,1,,0.0,unique_keep,241.364,2.2356999999999996,62.730000000000004,2,6,4,1,1,16,0.7
3-Methyl-2-pentanol,CCC(C)CCO,-0.71,1,,0.0,unique_keep,102.17699999999999,1.4149,20.23,1,1,3,0,0,7,1.0
2-methylpteridine,Cc1ncc2nccnc2n1,-0.12,1,,0.0,unique_keep,146.153,0.7282199999999999,51.56,0,4,0,2,2,11,0.14285714285714285
Danazol,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,-5.507000000000001,1,,0.0,unique_keep,337.46300000000014,4.221000000000004,46.260000000000005,1,3,0,5,1,25,0.6818181818181818
1-Iodobutane,CCCCI,-2.96,1,,0.0,unique_keep,184.01999999999998,2.2215,0.0,0,0,2,0,0,5,1.0
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.081,1,,0.0,unique_keep,780.9490000000002,2.218100000000003,203.05999999999997,6,14,7,8,0,55,0.926829268292683
Benzyltrifluoride,FC(F)(F)c1ccccc1,-2.51,1,,0.0,unique_keep,146.111,2.705400000000001,0.0,0,0,0,1,1,10,0.14285714285714285
Dihexyl phthalate,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,1,,0.0,unique_keep,334.45600000000024,5.160800000000005,52.60000000000001,0,4,12,1,1,24,0.6
Dibenzothiophene,c1ccc2c(c1)sc1ccccc12,-4.38,1,,0.0,unique_keep,184.263,4.054500000000002,0.0,0,1,0,3,3,13,0.0
"2,3',4,4'-PCB",Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-7.8,1,,0.0,unique_keep,326.437,6.6206000000000005,0.0,0,0,1,2,2,17,0.0
"2,2',3,3',4,4'-PCB",Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01,1,,0.0,unique_keep,360.88200000000006,7.274,0.0,0,0,1,2,2,18,0.0
Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.893,1,,0.0,unique_keep,308.3330000000001,3.609600000000003,67.50999999999999,1,4,4,3,3,23,0.15789473684210525
hydrobenzoin,OC(c1ccccc1)C(O)c1ccccc1,-1.93,1,,0.0,unique_keep,214.264,2.4536,40.46,2,2,3,2,2,16,0.14285714285714285
Dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC,-1.66,1,,0.0,unique_keep,194.18599999999995,1.2597999999999998,52.60000000000001,0,4,2,1,1,14,0.2
Ethyl octanoate,CCCCCCCC(=O)OCC,-3.39,1,,0.0,unique_keep,172.26799999999997,2.910000000000001,26.3,0,2,7,0,0,12,0.9
Diethyldisulfide,CCSSCC,-2.42,1,,0.0,unique_keep,122.258,2.4076000000000004,0.0,0,2,3,0,0,6,1.0
"1,2-Diethoxyethane ",CCOCCOCC,-0.77,1,,0.0,unique_keep,118.176,1.0594000000000001,18.46,0,2,5,0,0,8,1.0
"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,-5.56,1,,0.0,unique_keep,215.894,4.3002,0.0,0,0,0,1,1,10,0.0
p-benzidine,Nc1ccc(-c2ccc(N)cc2)cc1,-2.7,1,,0.0,unique_keep,184.242,2.5180000000000007,52.04,2,2,1,2,2,14,0.0
1-Heptene,C=CCCCCC,-3.73,1,,0.0,unique_keep,98.189,2.752700000000001,0.0,0,0,4,0,0,7,0.7142857142857143
Ethirimol,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,1,,0.0,unique_keep,209.29299999999998,1.85272,57.78,2,3,5,1,1,15,0.6363636363636364
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,1,,0.0,unique_keep,226.276,1.1849999999999998,75.27000000000001,2,3,4,1,0,16,0.7272727272727273
o-Chloroaniline,Nc1ccccc1Cl,-1.52,1,,0.0,unique_keep,127.574,1.9222,26.02,1,1,0,1,1,8,0.0
3-Chloroanisole,COc1cccc(Cl)c1,-2.78,1,,0.0,unique_keep,142.58499999999998,2.3486000000000002,9.23,0,1,1,1,1,9,0.14285714285714285
Pebulate,CCCCN(CC)C(=O)SCCC,-3.53,1,,0.0,unique_keep,203.35099999999997,3.3716000000000026,20.310000000000002,0,2,6,0,0,13,0.9
Butyl acetate,CCCCOC=O,-1.37,1,,0.0,unique_keep,102.13299999999998,0.9595,26.3,0,2,4,0,0,7,0.8
Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.18,1,,0.0,unique_keep,360.4500000000002,1.5575999999999999,94.83,3,5,2,4,0,26,0.7142857142857143
Bromodichloromethane,ClC(Cl)Br,-1.54,1,,0.0,unique_keep,163.829,2.1425,0.0,0,0,0,0,0,4,1.0
adrenosterone,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,1,,0.0,unique_keep,300.3980000000001,3.2664000000000017,51.21,0,3,0,4,0,22,0.7368421052631579
p-terphenyl,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,1,,0.0,unique_keep,230.31,5.0206000000000035,0.0,0,0,2,3,3,18,0.0
p-Hydroxybenzaldehyde ,O=Cc1ccc(O)cc1,-0.96,1,,0.0,unique_keep,122.12299999999996,1.2047,37.3,1,2,1,1,1,9,0.0
Bromomethane,CBr,-0.79,1,,0.0,unique_keep,94.939,1.0110999999999999,0.0,0,0,0,0,0,2,1.0
Perfluidone,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-3.8,1,,0.0,unique_keep,379.3810000000001,3.0893200000000007,80.31,1,4,4,2,2,24,0.14285714285714285
Coumachlor,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.839,1,,0.0,unique_keep,342.7780000000001,4.263000000000003,67.50999999999999,1,4,4,3,3,24,0.15789473684210525
2-Ethylnaphthalene,CCc1ccc2ccccc2c1,-4.29,1,,0.0,unique_keep,156.22799999999998,3.4022000000000014,0.0,0,0,1,2,2,12,0.16666666666666666
5-methylcytosine,Cc1c[nH]c(=O)nc1N,-1.4580000000000002,1,,0.0,unique_keep,125.13100000000001,-0.33948000000000017,71.77,2,3,0,1,1,9,0.2
"2,3,4,5,6-PCB",Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92,1,,0.0,unique_keep,326.437,6.620600000000001,0.0,0,0,1,2,2,17,0.0
benodanil,O=C(Nc1ccccc1)c1ccccc1I,-4.21,1,,0.0,unique_keep,323.133,3.5435000000000016,29.1,1,1,2,2,2,16,0.0
Riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.685,1,,0.0,unique_keep,376.36900000000014,-1.7235599999999989,161.56,5,8,5,3,1,27,0.4117647058823529
o-Fluorobromobenzene,Fc1ccccc1Br,-2.7,1,,0.0,unique_keep,175.0,2.5882000000000005,0.0,0,0,0,1,1,8,0.0
"2,4-Dichlorophenol ",Oc1ccc(Cl)cc1Cl,-1.55,1,,0.0,unique_keep,163.003,2.699,20.23,1,1,0,1,1,9,0.0
Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.291,1,,0.0,unique_keep,391.2940000000001,6.113300000000004,35.53,0,3,6,3,2,26,0.2857142857142857
piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.16,1,,0.0,unique_keep,331.35300000000007,1.5809999999999997,99.6,2,5,2,3,2,23,0.06666666666666667
3-Propanoyloxymethylphenytoin,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.907,1,,0.0,unique_keep,338.3630000000001,2.3927000000000005,75.71000000000001,1,4,5,3,2,25,0.21052631578947367
Cyclopentane ,C1CCCC1,-2.64,1,,0.0,unique_keep,70.135,1.9505000000000001,0.0,0,0,0,1,0,5,1.0
o-Toluidine,Cc1ccccc1N,-2.21,1,,0.0,unique_keep,107.156,1.57722,26.02,1,1,0,1,1,8,0.14285714285714285
Estragole,C=CCc1ccc(OC)cc1,-2.92,1,,0.0,unique_keep,148.20499999999998,2.4237,9.23,0,1,3,1,1,11,0.2
karbutilate,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,1,,0.0,unique_keep,279.34,2.6670000000000007,70.67,2,3,2,1,1,20,0.42857142857142855
3-Methyl-1-Butene,C=CC(C)C,-2.73,1,,0.0,unique_keep,70.13499999999999,1.8284,0.0,0,0,1,0,0,5,0.6
2-Hydroxypyridine,Oc1ccccn1,1.02,1,,0.0,unique_keep,95.101,0.7871999999999999,33.120000000000005,1,2,0,1,1,7,0.0
Ethane,CC,-1.36,1,,0.0,unique_keep,30.07,1.0262,0.0,0,0,0,0,0,2,1.0
"1,2-Dichlorobenzene",Clc1ccccc1Cl,-3.05,1,,0.0,unique_keep,147.00399999999996,2.9934000000000003,0.0,0,0,0,1,1,8,0.0
mercaptobenzothiazole,Sc1nc2ccccc2s1,-3.18,1,,0.0,unique_keep,167.25799999999998,2.585,12.89,1,3,0,2,2,10,0.0
"2,2',3,3',4,4',5,5',6,6'-PCB",Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.6,1,,0.0,unique_keep,498.66200000000026,9.887599999999999,0.0,0,0,1,2,2,22,0.0
Methoxsalen,COc1c2occc2cc2ccc(=O)oc12,-3.664,1,,0.0,unique_keep,216.19199999999995,2.5478000000000005,52.58,0,4,1,3,3,16,0.08333333333333333
Acetamide,CC(N)=O,1.58,1,,0.0,unique_keep,59.068,-0.5084000000000002,43.09,1,1,0,0,0,4,0.5
1-Methylnaphthalene,Cc1cccc2ccccc12,-3.7,1,,0.0,unique_keep,142.201,3.148220000000002,0.0,0,0,0,2,2,11,0.09090909090909091
Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,1,,0.0,unique_keep,271.36,3.475500000000002,29.540000000000003,0,2,5,2,2,20,0.35294117647058826
"3,3-Dimethyl-2-butanol",CC(O)C(C)(C)C,-0.62,1,,0.0,unique_keep,102.17699999999999,1.4133,20.23,1,1,0,0,0,7,1.0
Methyl pentanoate,CCCC(=O)OCC,-1.36,1,,0.0,unique_keep,116.15999999999998,1.3496000000000001,26.3,0,2,3,0,0,8,0.8333333333333334
Menadione,CC1=CC(=O)c2ccccc2C1=O,-3.03,1,,0.0,unique_keep,172.18299999999996,2.0119000000000002,34.14,0,2,0,2,1,13,0.09090909090909091
Phenanthrene,c1ccc2c(c1)ccc1ccccc12,-5.26,1,,0.0,unique_keep,178.23399999999998,3.993000000000002,0.0,0,0,0,3,3,14,0.0
"2,4-Dimethylpyridine",Cc1ccnc(C)c1,0.38,1,,0.0,unique_keep,107.15599999999999,1.69844,12.89,0,1,0,1,1,8,0.2857142857142857
1-Nonanol,CCCCCCCCCO,-3.01,1,,0.0,unique_keep,144.258,2.7293000000000016,20.23,1,1,7,0,0,10,1.0
Dibromomethane,BrCBr,-1.17,1,,0.0,unique_keep,173.83499999999998,1.7337,0.0,0,0,0,0,0,3,1.0
Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,1,,0.0,unique_keep,392.4670000000002,1.8957000000000002,94.83,3,5,2,4,0,28,0.7272727272727273
"2,6-Dimethylnaphthalene ",Cc1ccc2cc(C)ccc2c1,-4.89,1,,0.0,unique_keep,156.228,3.456640000000002,0.0,0,0,0,2,2,12,0.16666666666666666
Butylate,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,1,,0.0,unique_keep,217.378,3.4735000000000023,20.310000000000002,0,2,5,0,0,14,0.9090909090909091
nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22,1,,0.0,unique_keep,227.08499999999998,-1.0200999999999996,157.11,0,9,8,0,0,15,1.0
m-Nitroaniline,Nc1cccc([N+](=O)[O-])c1,-2.19,1,,0.0,unique_keep,138.126,1.177,69.16,1,3,1,1,1,10,0.0
1-Chlorobutane,CCCCCl,-2.03,1,,0.0,unique_keep,92.56899999999999,2.0253,0.0,0,0,2,0,0,5,1.0
triforine,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,-4.19,1,,0.0,unique_keep,430.93399999999997,2.431000000000001,64.68,2,4,6,1,0,22,0.4
Fluridone,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.445,1,,0.0,unique_keep,329.32099999999997,4.738100000000003,22.0,0,1,2,3,3,24,0.10526315789473684
6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2,1,,0.0,unique_keep,243.309,4.728400000000002,26.02,1,1,0,4,4,19,0.0
Estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,1,,0.0,unique_keep,270.37199999999996,3.817400000000002,37.3,1,2,0,4,1,20,0.6111111111111112
RTI 17,CCN1c2ccccc2N(C)C(=S)c2cccnc21,-4.706,1,,0.0,unique_keep,269.373,3.3649000000000022,19.37,0,3,1,3,2,19,0.2
"1,2-Propylene oxide",CC1CO1,-0.59,1,,0.0,unique_keep,58.08,0.4051,12.53,0,1,0,1,0,4,1.0
Nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.796,1,,0.0,unique_keep,281.27099999999996,2.3842999999999996,84.6,1,4,2,3,2,21,0.06666666666666667
"1,3-diethylthiourea",CCNC(=S)NCC,-1.46,1,,0.0,unique_keep,132.232,0.49030000000000007,24.06,2,1,2,0,0,8,0.8
"2,3,5-Trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,-2.67,1,,0.0,unique_keep,197.44799999999998,3.3523999999999994,20.23,1,1,0,1,1,10,0.0
Propyl propanoate,CCCCC(=O)OC,-1.34,1,,0.0,unique_keep,116.15999999999998,1.3496000000000001,26.3,0,2,3,0,0,8,0.8333333333333334
Aniline ,Nc1ccccc1,-0.41,1,,0.0,unique_keep,93.12899999999999,1.2688000000000001,26.02,1,1,0,1,1,7,0.0
"1,5-Dimethlnapthalene",Cc1cccc2c(C)cccc12,-4.678999999999999,1,,0.0,unique_keep,156.228,3.456640000000002,0.0,0,0,0,2,2,12,0.16666666666666666
