compound_ids,original_smiles,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action
"2,2',3,3',4,4'-PCB",Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01,1,,0.0,unique_keep
Warfarin,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.893,1,,0.0,unique_keep
hydrobenzoin,c1ccccc1C(O)C(O)c2ccccc2,OC(c1ccccc1)C(O)c1ccccc1,-1.93,1,,0.0,unique_keep
Dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,-1.66,1,,0.0,unique_keep
Ethyl octanoate,CCCCCCCC(=O)OCC,CCCCCCCC(=O)OCC,-3.39,1,,0.0,unique_keep
Diethyldisulfide,CCSSCC,CCSSCC,-2.42,1,,0.0,unique_keep
"1,2-Diethoxyethane ",CCOCCOCC,CCOCCOCC,-0.77,1,,0.0,unique_keep
"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,Clc1cc(Cl)c(Cl)cc1Cl,-5.56,1,,0.0,unique_keep
p-benzidine,Nc1ccc(cc1)c2ccc(N)cc2,Nc1ccc(-c2ccc(N)cc2)cc1,-2.7,1,,0.0,unique_keep
1-Heptene,CCCCCC=C,C=CCCCCC,-3.73,1,,0.0,unique_keep
Ethirimol,CCCCc1c(C)nc(NCC)[nH]c1=O,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,1,,0.0,unique_keep
Pentobarbital,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,1,,0.0,unique_keep
o-Chloroaniline,Nc1ccccc1Cl,Nc1ccccc1Cl,-1.52,1,,0.0,unique_keep
3-Chloroanisole,COc1cccc(Cl)c1,COc1cccc(Cl)c1,-2.78,1,,0.0,unique_keep
Pebulate,CCCCN(CC)C(=O)SCCC,CCCCN(CC)C(=O)SCCC,-3.53,1,,0.0,unique_keep
Butyl acetate,CCCCOC=O,CCCCOC=O,-1.37,1,,0.0,unique_keep
Prednisolone,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.18,1,,0.0,unique_keep
Bromodichloromethane,BrC(Cl)Cl,ClC(Cl)Br,-1.54,1,,0.0,unique_keep
adrenosterone,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,1,,0.0,unique_keep
p-terphenyl,c1ccc(cc1)c2ccc(cc2)c3ccccc3,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,1,,0.0,unique_keep
p-Hydroxybenzaldehyde ,Oc1ccc(C=O)cc1,O=Cc1ccc(O)cc1,-0.96,1,,0.0,unique_keep
Bromomethane,CBr,CBr,-0.79,1,,0.0,unique_keep
Perfluidone,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-3.8,1,,0.0,unique_keep
Coumachlor,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.839,1,,0.0,unique_keep
2-Ethylnaphthalene,CCc1ccc2ccccc2c1,CCc1ccc2ccccc2c1,-4.29,1,,0.0,unique_keep
5-methylcytosine,Nc1c(C)c[nH]c(=O)n1 ,Cc1c[nH]c(=O)nc1N,-1.4580000000000002,1,,0.0,unique_keep
"2,3,4,5,6-PCB",Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92,1,,0.0,unique_keep
benodanil,c1c(NC(=O)c2ccccc2(I))cccc1,O=C(Nc1ccccc1)c1ccccc1I,-4.21,1,,0.0,unique_keep
Riboflavin,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.685,1,,0.0,unique_keep
o-Fluorobromobenzene,Fc1ccccc1Br,Fc1ccccc1Br,-2.7,1,,0.0,unique_keep
"2,4-Dichlorophenol ",Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,-1.55,1,,0.0,unique_keep
Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.291,1,,0.0,unique_keep
piroxicam,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.16,1,,0.0,unique_keep
3-Propanoyloxymethylphenytoin,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.907,1,,0.0,unique_keep
Cyclopentane ,C1CCCC1,C1CCCC1,-2.64,1,,0.0,unique_keep
o-Toluidine,Cc1ccccc1N,Cc1ccccc1N,-2.21,1,,0.0,unique_keep
Estragole,c1(OC)ccc(CC=C)cc1,C=CCc1ccc(OC)cc1,-2.92,1,,0.0,unique_keep
karbutilate,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,1,,0.0,unique_keep
3-Methyl-1-Butene,CC(C)C=C,C=CC(C)C,-2.73,1,,0.0,unique_keep
2-Hydroxypyridine,Oc1ccccn1,Oc1ccccn1,1.02,1,,0.0,unique_keep
Ethane,CC,CC,-1.36,1,,0.0,unique_keep
"1,2-Dichlorobenzene",Clc1ccccc1Cl,Clc1ccccc1Cl,-3.05,1,,0.0,unique_keep
mercaptobenzothiazole,Sc2nc1ccccc1s2 ,Sc1nc2ccccc2s1,-3.18,1,,0.0,unique_keep
"2,2',3,3',4,4',5,5',6,6'-PCB",Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.6,1,,0.0,unique_keep
Methoxsalen,COc2c1occc1cc3ccc(=O)oc23 ,COc1c2occc2cc2ccc(=O)oc12,-3.664,1,,0.0,unique_keep
Acetamide,CC(=O)N,CC(N)=O,1.58,1,,0.0,unique_keep
1-Methylnaphthalene,Cc1cccc2ccccc12,Cc1cccc2ccccc12,-3.7,1,,0.0,unique_keep
Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,1,,0.0,unique_keep
"3,3-Dimethyl-2-butanol",CC(O)C(C)(C)C,CC(O)C(C)(C)C,-0.62,1,,0.0,unique_keep
Methyl pentanoate,CCCC(=O)OCC,CCCC(=O)OCC,-1.36,1,,0.0,unique_keep
Menadione,CC2=CC(=O)c1ccccc1C2=O ,CC1=CC(=O)c2ccccc2C1=O,-3.03,1,,0.0,unique_keep
Phenanthrene,c1ccc2c(c1)ccc3ccccc32,c1ccc2c(c1)ccc1ccccc12,-5.26,1,,0.0,unique_keep
"2,4-Dimethylpyridine",Cc1ccnc(C)c1,Cc1ccnc(C)c1,0.38,1,,0.0,unique_keep
1-Nonanol,CCCCCCCCCO,CCCCCCCCCO,-3.01,1,,0.0,unique_keep
Dibromomethane,BrCBr,BrCBr,-1.17,1,,0.0,unique_keep
Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,1,,0.0,unique_keep
"2,6-Dimethylnaphthalene ",Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc(C)ccc2c1,-4.89,1,,0.0,unique_keep
Butylate,CCSC(=O)N(CC(C)C)CC(C)C,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,1,,0.0,unique_keep
nitroglycerin,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22,1,,0.0,unique_keep
m-Nitroaniline,Nc1cccc(c1)N(=O)=O,Nc1cccc([N+](=O)[O-])c1,-2.19,1,,0.0,unique_keep
1-Chlorobutane,CCCCCl,CCCCCl,-2.03,1,,0.0,unique_keep
triforine,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,-4.19,1,,0.0,unique_keep
Fluridone,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.445,1,,0.0,unique_keep
6-aminochrysene,Nc3cc2c1ccccc1ccc2c4ccccc34 ,Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2,1,,0.0,unique_keep
Estrone,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,1,,0.0,unique_keep
RTI 17,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,CCN1c2ccccc2N(C)C(=S)c2cccnc21,-4.706,1,,0.0,unique_keep
"1,2-Propylene oxide",CC1CO1,CC1CO1,-0.59,1,,0.0,unique_keep
Nitrazepam,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.796,1,,0.0,unique_keep
"1,3-diethylthiourea",CCNC(=S)NCC,CCNC(=S)NCC,-1.46,1,,0.0,unique_keep
"2,3,5-Trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,Oc1cc(Cl)cc(Cl)c1Cl,-2.67,1,,0.0,unique_keep
Propyl propanoate,CCCCC(=O)OC,CCCCC(=O)OC,-1.34,1,,0.0,unique_keep
Aniline ,Nc1ccccc1,Nc1ccccc1,-0.41,1,,0.0,unique_keep
"1,5-Dimethlnapthalene",Cc1cccc2c(C)cccc12,Cc1cccc2c(C)cccc12,-4.678999999999999,1,,0.0,unique_keep
hydrochlorothiazide,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.63,1,,0.0,unique_keep
Acenapthylene,C1=Cc2cccc3cccc1c23,C1=Cc2cccc3cccc1c23,-3.96,1,,0.0,unique_keep
Ethyl butyrate,CCCCCOC(=O)CC,CCCCCOC(=O)CC,-1.28,1,,0.0,unique_keep
Atratone,CCNc1nc(NC(C)C)nc(OC)n1,CCNc1nc(NC(C)C)nc(OC)n1,-2.084,1,,0.0,unique_keep
Benzo(a)pyrene,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.699,1,,0.0,unique_keep
Bromoethane,CCBr,CCBr,-1.09,1,,0.0,unique_keep
3-Hexyne,CCC#CCC,CCC#CCC,-1.99,1,,0.0,unique_keep
Digitoxin,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.292999999999999,1,,0.0,unique_keep
2-Methyl-1-Butene,CCC(=C)C,C=C(C)CC,-2.73,1,,0.0,unique_keep
8-quinolinol,Oc1cccc2cccnc12 ,Oc1cccc2cccnc12,-2.42,1,,0.0,unique_keep
"1,2,3,4-Tetrahydronapthalene",C1CCc2ccccc2C1,c1ccc2c(c1)CCCC2,-4.37,1,,0.0,unique_keep
phenolphthalein,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.9,1,,0.0,unique_keep
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1,-5.6,1,,0.0,unique_keep
Ronnel,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,1,,0.0,unique_keep
methylthiouracil,Cc1cc(=O)[nH]c(=S)[nH]1,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,1,,0.0,unique_keep
Eugenol,COc1cc(CC=C)ccc1O,C=CCc1ccc(O)c(OC)c1,-1.56,1,,0.0,unique_keep
5-Allyl-5-isopropylbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.7080000000000002,1,,0.0,unique_keep
Pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,1,,0.0,unique_keep
"1,1-Diethoxyethane ",CCOC(C)OCC,CCOC(C)OCC,-0.43,1,,0.0,unique_keep
Clomazone,CC1(C)CON(Cc2ccccc2Cl)C1=O,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,1,,0.0,unique_keep
2-Butoxyethanol,CCCCOCCO,CCCCOCCO,-0.42,1,,0.0,unique_keep
Quintozene,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,1,,0.0,unique_keep
Flurochloridone,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,-4.047,1,,0.0,unique_keep
Quinoline,c1ccc2ncccc2c1,c1ccc2ncccc2c1,-1.3,1,,0.0,unique_keep
methyl gallate,COC(=O)c1cc(O)c(O)c(O)c1 ,COC(=O)c1cc(O)c(O)c(O)c1,-1.24,1,,0.0,unique_keep
fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,1,,0.0,unique_keep
Chlorzoxazone,Clc2ccc1oc(=O)[nH]c1c2,O=c1[nH]c2cc(Cl)ccc2o1,-2.8310000000000004,1,,0.0,unique_keep
"2,2',3,4,4',5',6-PCB",Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.92,1,,0.0,unique_keep
alloxan,O=C1NC(=O)C(=O)C(=O)N1 ,O=C1NC(=O)C(=O)C(=O)N1,-1.25,1,,0.0,unique_keep
"1,3-Dichloropropane",ClCCCCl,ClCCCCl,-1.62,1,,0.0,unique_keep
m-Fluorobromobenzene,Fc1cccc(Br)c1,Fc1cccc(Br)c1,-2.67,1,,0.0,unique_keep
p-Chlorobromobenzene,Clc1ccc(Br)cc1,Clc1ccc(Br)cc1,-3.63,1,,0.0,unique_keep
"2,3-Dimethylbutane",CC(C)C(C)C,CC(C)C(C)C,-3.65,1,,0.0,unique_keep
1-Butene,CCC=C,C=CCC,-1.94,1,,0.0,unique_keep
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68,1,,0.0,unique_keep
cytosine,Nc1cc[nH]c(=O)n1 ,Nc1cc[nH]c(=O)n1,-1.155,1,,0.0,unique_keep
"1,1,2-Trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(Cl)Cl,-3.04,1,,0.0,unique_keep
Propionitrile,CCC#N,CCC#N,0.28,1,,0.0,unique_keep
"O,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51,1,,0.0,unique_keep
o-Nitroanisole,COc1ccccc1N(=O)=O,COc1ccccc1[N+](=O)[O-],-1.96,1,,0.0,unique_keep
Prasterone,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,1,,0.0,unique_keep
Procymidone,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,1,,0.0,unique_keep
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,1,,0.0,unique_keep
Dinoseb,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,1,,0.0,unique_keep
meconin,c1c(OC)c(OC)C2C(=O)OCC2c1,COC1=C(OC)C2C(=O)OCC2C=C1,-1.899,1,,0.0,unique_keep
Glycerol,OCC(O)CO,OCC(O)CO,1.12,1,,0.0,unique_keep
Guaiacol|o-Methoxyphenol,COc1ccccc1O |COc1ccccc1O,COc1ccccc1O,-1.96,2,0.0,0.0,duplicate_aggregated
chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67,1,,0.0,unique_keep
9-Methylanthracene,Cc1c2ccccc2cc3ccccc13,Cc1c2ccccc2cc2ccccc12,-5.89,1,,0.0,unique_keep
Antipyrene,Cc1cc(=O)n(c2ccccc2)n1C,Cc1cc(=O)n(-c2ccccc2)n1C,0.715,1,,0.0,unique_keep
Methyl butyl ether ,CCCCOC,CCCCOC,-0.99,1,,0.0,unique_keep
7-methylpteridine,Cc2cnc1cncnc1n2,Cc1cnc2cncnc2n1,-0.8540000000000001,1,,0.0,unique_keep
simazine,CCNc1nc(Cl)nc(NCC)n1 ,CCNc1nc(Cl)nc(NCC)n1,-4.55,1,,0.0,unique_keep
"N,N-Dimethylacetamide",CN(C)C(=O)C,CC(=O)N(C)C,1.11,1,,0.0,unique_keep
Simetryn,CSc1nc(nc(n1)N(C)C)N(C)C,CSc1nc(N(C)C)nc(N(C)C)n1,-2.676,1,,0.0,unique_keep
Ethylene,C=C,C=C,-0.4,1,,0.0,unique_keep
"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,CC(C)(C)CCO,-0.5,1,,0.0,unique_keep
5-Allyl-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C,C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.614,1,,0.0,unique_keep
"2,3,4-Trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl,Oc1ccc(Cl)c(Cl)c1Cl,-2.67,1,,0.0,unique_keep
Anisole,COc1ccccc1,COc1ccccc1,-1.85,1,,0.0,unique_keep
chloropropylate,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,1,,0.0,unique_keep
aldosterone,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,1,,0.0,unique_keep
Difenoxuron,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16,1,,0.0,unique_keep
4-Ethyltoluene,CCc1ccc(C)cc1,CCc1ccc(C)cc1,-3.11,1,,0.0,unique_keep
Diisopropylsulfide,CC(C)SC(C)C,CC(C)SC(C)C,-2.24,1,,0.0,unique_keep
"1,3-Dinitrobenzene",O=N(=O)c1cccc(c1)N(=O)=O,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.29,1,,0.0,unique_keep
Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,1,,0.0,unique_keep
probarbital|5-Ethyl-5-isopropylbarbituric acid,CCC1(C(C)C)C(=O)NC(=O)NC1=O |O=C1NC(=O)NC(=O)C1(CC)C(C)C,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.1790000000000003,2,0.043840620433565826,0.06199999999999983,duplicate_aggregated
cortisone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.21,1,,0.0,unique_keep
Metronidazole|Metranidazole,Cc1ncc(N(=O)=O)n1CCO|Cc1ncc(N(=O)=O)n1CCO ,Cc1ncc([N+](=O)[O-])n1CCO,-1.24,2,0.028284271247461926,0.040000000000000036,duplicate_aggregated
p-Chloroaniline,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,-1.66,1,,0.0,unique_keep
"2,2-Dimethylpentanol",CCCC(C)(C)CO,CCCC(C)(C)CO,-1.52,1,,0.0,unique_keep
Furane,c1ccoc1,c1ccoc1,-0.82,1,,0.0,unique_keep
Methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,1,,0.0,unique_keep
Norea,CN(C)C(=O)NC1CC2CC1C3CCCC23,CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.1710000000000003,1,,0.0,unique_keep
t-Butylbenzene ,CC(C)(C)c1ccccc1,CC(C)(C)c1ccccc1,-3.66,1,,0.0,unique_keep
kebuzone,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,1,,0.0,unique_keep
prednisolone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,1,,0.0,unique_keep
Methyl propyl ether ,CCCOC,CCCOC,-0.39,1,,0.0,unique_keep
Isopropyl acetate,CC(C)OC(=O)C,CC(=O)OC(C)C,-0.55,1,,0.0,unique_keep
Bromobenzene,Brc1ccccc1,Brc1ccccc1,-2.55,1,,0.0,unique_keep
Ethyl-p-hydroxybenzoate ,CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(O)cc1,-2.35,1,,0.0,unique_keep
3-Butanoyloxymethylphenytoin,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.071000000000001,1,,0.0,unique_keep
testosterone propionate,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,1,,0.0,unique_keep
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-9.332,1,,0.0,unique_keep
allopurinol,O=c1[nH]cnc2[nH]ncc12 ,O=c1[nH]cnc2[nH]ncc12,-2.266,1,,0.0,unique_keep
Chloroethylene,ClC=C,C=CCl,-1.75,1,,0.0,unique_keep
diphenamid,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98,1,,0.0,unique_keep
Tetrabromomethane,BrC(Br)(Br)Br,BrC(Br)(Br)Br,-3.14,1,,0.0,unique_keep
RTI 22,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,-4.871,1,,0.0,unique_keep
phthalimide,O=C1NC(=O)c2ccccc12 ,O=C1NC(=O)c2ccccc21,-2.61,1,,0.0,unique_keep
Fenarimol,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,1,,0.0,unique_keep
Methyl benzoate ,COC(=O)c1ccccc1,COC(=O)c1ccccc1,-1.85,1,,0.0,unique_keep
1-methyluracil,Cn1ccc(=O)[nH]c1=O,Cn1ccc(=O)[nH]c1=O,-0.807,1,,0.0,unique_keep
oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73,1,,0.0,unique_keep
"2,2',3,5'-PCB",Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47,1,,0.0,unique_keep
Quinethazone,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,1,,0.0,unique_keep
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,1,,0.0,unique_keep
Cyclopentene ,C1CC=CC1,C1=CCCC1,-2.1,1,,0.0,unique_keep
alloxantin,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99,1,,0.0,unique_keep
Nonane,CCCCCCCCC,CCCCCCCCC,-5.88,1,,0.0,unique_keep
2-Chlorophenol,Oc1ccccc1Cl,Oc1ccccc1Cl,-1.06,1,,0.0,unique_keep
5-Methylchrysene,c1cccc2c3c(C)cc4ccccc4c3ccc12,Cc1cc2ccccc2c2ccc3ccccc3c12,-6.59,1,,0.0,unique_keep
Phenetole,CCOc1ccccc1,CCOc1ccccc1,-2.33,1,,0.0,unique_keep
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,CCOC(=O)C=Cc1ccccc1,-3.0,1,,0.0,unique_keep
Terbacil,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.484,1,,0.0,unique_keep
Clonazepam,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,-3.499,1,,0.0,unique_keep
p-Toluenesulfonamide ,Cc1ccc(cc1)S(=O)(=O)N,Cc1ccc(S(N)(=O)=O)cc1,-1.74,1,,0.0,unique_keep
