compound_id,smiles,measured_logS,valid_smiles,canonical_smiles,fragment_count,multi_fragment,formal_charge,molecular_weight,heavy_atom_count
Salicin,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,True,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,1,False,0,286.28,20
1-Iodopropane,CCCI,-2.29,True,CCCI,1,False,0,169.993,4
Ametryn,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,True,CCNc1nc(NC(C)C)nc(SC)n1,1,False,0,227.337,15
1-Propanol,CCCO,0.62,True,CCCO,1,False,0,60.096,4
Hydroxyprogesterone-17a,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,True,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1,False,0,330.4680000000001,24
2-Pentanol,CCCC(C)O,-0.29,True,CCCC(C)O,1,False,0,88.14999999999999,6
benzoin,OC(C(=O)c1ccccc1)c2ccccc2,-2.85,True,O=C(c1ccccc1)C(O)c1ccccc1,1,False,0,212.248,16
"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,-1.19,True,Cc1ccc(O)c(C)c1,1,False,0,122.16699999999999,9
m-Chloronitrobenzene ,Clc1cccc(c1)N(=O)=O,-2.77,True,O=[N+]([O-])c1cccc(Cl)c1,1,False,0,157.55599999999998,10
ampyrone,Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624,True,Cc1c(N)c(=O)n(-c2ccccc2)n1C,1,False,0,203.245,15
"2,2',4,5'-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57,True,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,1,False,0,291.99199999999996,16
"Hexachloro-1,3-butadiene",ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,True,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,1,False,0,260.762,10
Terbutryn,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,True,CCNc1nc(NC(C)(C)C)nc(SC)n1,1,False,0,241.364,16
3-Methyl-2-pentanol,CCC(C)CCO,-0.71,True,CCC(C)CCO,1,False,0,102.17699999999999,7
2-methylpteridine,Cc2ncc1nccnc1n2,-0.12,True,Cc1ncc2nccnc2n1,1,False,0,146.153,11
Danazol,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001,True,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,1,False,0,337.4630000000001,25
1-Iodobutane,CCCCI,-2.96,True,CCCCI,1,False,0,184.01999999999998,5
2-Bromonapthalene,Brc1ccc2ccccc2c1,-4.4,True,Brc1ccc2ccccc2c1,1,False,0,207.07,11
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,True,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1,False,0,780.9490000000001,55
Benzyltrifluoride,FC(F)(F)c1ccccc1,-2.51,True,FC(F)(F)c1ccccc1,1,False,0,146.111,10
Dihexyl phthalate,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,True,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,1,False,0,334.45600000000024,24
Dibenzothiophene,c1ccc2c(c1)sc3ccccc23,-4.38,True,c1ccc2c(c1)sc1ccccc12,1,False,0,184.263,13
"2,3',4,4'-PCB",Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,True,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,1,False,0,326.437,17
"2,2',3,3',4,4'-PCB",Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01,True,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,False,0,360.88200000000006,18
Warfarin,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,True,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1,False,0,308.3330000000001,23
hydrobenzoin,c1ccccc1C(O)C(O)c2ccccc2,-1.93,True,OC(c1ccccc1)C(O)c1ccccc1,1,False,0,214.264,16
Dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC,-1.66,True,COC(=O)c1ccccc1C(=O)OC,1,False,0,194.18599999999995,14
Ethyl octanoate,CCCCCCCC(=O)OCC,-3.39,True,CCCCCCCC(=O)OCC,1,False,0,172.26799999999997,12
Diethyldisulfide,CCSSCC,-2.42,True,CCSSCC,1,False,0,122.258,6
"1,2-Diethoxyethane ",CCOCCOCC,-0.77,True,CCOCCOCC,1,False,0,118.176,8
"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,-5.56,True,Clc1cc(Cl)c(Cl)cc1Cl,1,False,0,215.894,10
p-benzidine,Nc1ccc(cc1)c2ccc(N)cc2,-2.7,True,Nc1ccc(-c2ccc(N)cc2)cc1,1,False,0,184.242,14
1-Heptene,CCCCCC=C,-3.73,True,C=CCCCCC,1,False,0,98.189,7
Ethirimol,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,True,CCCCc1c(C)nc(NCC)[nH]c1=O,1,False,0,209.29299999999998,15
Pentobarbital,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,True,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,False,0,226.27599999999995,16
o-Chloroaniline,Nc1ccccc1Cl,-1.52,True,Nc1ccccc1Cl,1,False,0,127.574,8
3-Chloroanisole,COc1cccc(Cl)c1,-2.78,True,COc1cccc(Cl)c1,1,False,0,142.58499999999998,9
Pebulate,CCCCN(CC)C(=O)SCCC,-3.53,True,CCCCN(CC)C(=O)SCCC,1,False,0,203.35099999999997,13
Butyl acetate,CCCCOC=O,-1.37,True,CCCCOC=O,1,False,0,102.13299999999998,7
Prednisolone,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,True,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1,False,0,360.4500000000002,26
Bromodichloromethane,BrC(Cl)Cl,-1.54,True,ClC(Cl)Br,1,False,0,163.82899999999998,4
adrenosterone,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48,True,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,1,False,0,300.3980000000001,22
p-terphenyl,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,True,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1,False,0,230.31,18
p-Hydroxybenzaldehyde ,Oc1ccc(C=O)cc1,-0.96,True,O=Cc1ccc(O)cc1,1,False,0,122.12299999999998,9
Bromomethane,CBr,-0.79,True,CBr,1,False,0,94.939,2
Perfluidone,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,True,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,1,False,0,379.38100000000003,24
Coumachlor,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,True,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,1,False,0,342.7780000000001,24
2-Ethylnaphthalene,CCc1ccc2ccccc2c1,-4.29,True,CCc1ccc2ccccc2c1,1,False,0,156.22799999999998,12
5-methylcytosine,Nc1c(C)c[nH]c(=O)n1 ,-1.4580000000000002,True,Cc1c[nH]c(=O)nc1N,1,False,0,125.13099999999999,9
"2,3,4,5,6-PCB",Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92,True,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,1,False,0,326.437,17
benodanil,c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,True,O=C(Nc1ccccc1)c1ccccc1I,1,False,0,323.133,16
Riboflavin,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,True,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,1,False,0,376.36900000000014,27
o-Fluorobromobenzene,Fc1ccccc1Br,-2.7,True,Fc1ccccc1Br,1,False,0,175.0,8
"2,4-Dichlorophenol ",Oc1ccc(Cl)cc1Cl,-1.55,True,Oc1ccc(Cl)cc1Cl,1,False,0,163.003,9
Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,True,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1,False,0,391.2940000000001,26
piroxicam,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16,True,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1,False,0,331.353,23
3-Propanoyloxymethylphenytoin,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,True,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1,False,0,338.36300000000006,25
Cyclopentane ,C1CCCC1,-2.64,True,C1CCCC1,1,False,0,70.135,5
o-Toluidine,Cc1ccccc1N,-2.21,True,Cc1ccccc1N,1,False,0,107.156,8
Estragole,c1(OC)ccc(CC=C)cc1,-2.92,True,C=CCc1ccc(OC)cc1,1,False,0,148.205,11
karbutilate,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,True,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1,False,0,279.34,20
3-Methyl-1-Butene,CC(C)C=C,-2.73,True,C=CC(C)C,1,False,0,70.135,5
2-Hydroxypyridine,Oc1ccccn1,1.02,True,Oc1ccccn1,1,False,0,95.101,7
Ethane,CC,-1.36,True,CC,1,False,0,30.07,2
"1,2-Dichlorobenzene",Clc1ccccc1Cl,-3.05,True,Clc1ccccc1Cl,1,False,0,147.00399999999996,8
mercaptobenzothiazole,Sc2nc1ccccc1s2 ,-3.18,True,Sc1nc2ccccc2s1,1,False,0,167.25799999999998,10
"2,2',3,3',4,4',5,5',6,6'-PCB",Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,True,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,False,0,498.66200000000026,22
Methoxsalen,COc2c1occc1cc3ccc(=O)oc23 ,-3.664,True,COc1c2occc2cc2ccc(=O)oc12,1,False,0,216.19199999999995,16
Acetamide,CC(=O)N,1.58,True,CC(N)=O,1,False,0,59.068,4
1-Methylnaphthalene,Cc1cccc2ccccc12,-3.7,True,Cc1cccc2ccccc12,1,False,0,142.201,11
Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,True,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,1,False,0,271.36,20
"3,3-Dimethyl-2-butanol",CC(O)C(C)(C)C,-0.62,True,CC(O)C(C)(C)C,1,False,0,102.17699999999999,7
Methyl pentanoate,CCCC(=O)OCC,-1.36,True,CCCC(=O)OCC,1,False,0,116.15999999999998,8
Menadione,CC2=CC(=O)c1ccccc1C2=O ,-3.03,True,CC1=CC(=O)c2ccccc2C1=O,1,False,0,172.18299999999996,13
Phenanthrene,c1ccc2c(c1)ccc3ccccc32,-5.26,True,c1ccc2c(c1)ccc1ccccc12,1,False,0,178.23399999999998,14
"2,4-Dimethylpyridine",Cc1ccnc(C)c1,0.38,True,Cc1ccnc(C)c1,1,False,0,107.15599999999999,8
1-Nonanol,CCCCCCCCCO,-3.01,True,CCCCCCCCCO,1,False,0,144.258,10
Dibromomethane,BrCBr,-1.17,True,BrCBr,1,False,0,173.83499999999998,3
Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,True,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,False,0,392.4670000000002,28
"2,6-Dimethylnaphthalene ",Cc1ccc2cc(C)ccc2c1,-4.89,True,Cc1ccc2cc(C)ccc2c1,1,False,0,156.228,12
Butylate,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,True,CCSC(=O)N(CC(C)C)CC(C)C,1,False,0,217.378,14
nitroglycerin,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,True,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1,False,0,227.08499999999998,15
m-Nitroaniline,Nc1cccc(c1)N(=O)=O,-2.19,True,Nc1cccc([N+](=O)[O-])c1,1,False,0,138.126,10
1-Chlorobutane,CCCCCl,-2.03,True,CCCCCl,1,False,0,92.56899999999999,5
triforine,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19,True,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,1,False,0,430.9340000000001,22
Fluridone,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,True,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,1,False,0,329.32099999999997,24
6-aminochrysene,Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2,True,Nc1cc2c3ccccc3ccc2c2ccccc12,1,False,0,243.309,19
Estrone,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,True,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,1,False,0,270.372,20
RTI 17,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,True,CCN1c2ccccc2N(C)C(=S)c2cccnc21,1,False,0,269.373,19
"1,2-Propylene oxide",CC1CO1,-0.59,True,CC1CO1,1,False,0,58.08,4
Nitrazepam,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,True,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,1,False,0,281.271,21
"1,3-diethylthiourea",CCNC(=S)NCC,-1.46,True,CCNC(=S)NCC,1,False,0,132.232,8
"2,3,5-Trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,-2.67,True,Oc1cc(Cl)cc(Cl)c1Cl,1,False,0,197.44799999999998,10
Propyl propanoate,CCCCC(=O)OC,-1.34,True,CCCCC(=O)OC,1,False,0,116.15999999999998,8
Aniline ,Nc1ccccc1,-0.41,True,Nc1ccccc1,1,False,0,93.12899999999999,7
"1,5-Dimethlnapthalene",Cc1cccc2c(C)cccc12,-4.678999999999999,True,Cc1cccc2c(C)cccc12,1,False,0,156.228,12
hydrochlorothiazide,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,True,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,False,0,297.745,17
Acenapthylene,C1=Cc2cccc3cccc1c23,-3.96,True,C1=Cc2cccc3cccc1c23,1,False,0,152.19599999999994,12
Ethyl butyrate,CCCCCOC(=O)CC,-1.28,True,CCCCCOC(=O)CC,1,False,0,144.21399999999997,10
Atratone,CCNc1nc(NC(C)C)nc(OC)n1,-2.084,True,CCNc1nc(NC(C)C)nc(OC)n1,1,False,0,211.26899999999998,15
Benzo(a)pyrene,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,True,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1,False,0,252.31599999999997,20
Bromoethane,CCBr,-1.09,True,CCBr,1,False,0,108.966,3
3-Hexyne,CCC#CCC,-1.99,True,CCC#CCC,1,False,0,82.14599999999999,6
Digitoxin,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.292999999999999,True,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1,False,0,764.9499999999999,54
2-Methyl-1-Butene,CCC(=C)C,-2.73,True,C=C(C)CC,1,False,0,70.13499999999999,5
8-quinolinol,Oc1cccc2cccnc12 ,-2.42,True,Oc1cccc2cccnc12,1,False,0,145.16099999999997,11
"1,2,3,4-Tetrahydronapthalene",C1CCc2ccccc2C1,-4.37,True,c1ccc2c(c1)CCCC2,1,False,0,132.20599999999996,10
phenolphthalein,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9,True,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,1,False,0,318.32800000000003,24
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,-5.6,True,Brc1cc(Br)cc(Br)c1,1,False,0,314.802,9
Ronnel,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,True,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1,False,0,321.549,16
methylthiouracil,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,True,Cc1cc(=O)[nH]c(=S)[nH]1,1,False,0,142.18300000000002,9
Eugenol,COc1cc(CC=C)ccc1O,-1.56,True,C=CCc1ccc(O)c(OC)c1,1,False,0,164.204,12
5-Allyl-5-isopropylbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002,True,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1,False,0,210.23299999999998,15
Pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,True,c1cc2ccc3cccc4ccc(c1)c2c34,1,False,0,202.25599999999997,16
"1,1-Diethoxyethane ",CCOC(C)OCC,-0.43,True,CCOC(C)OCC,1,False,0,118.176,8
Clomazone,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,True,CC1(C)CON(Cc2ccccc2Cl)C1=O,1,False,0,239.702,16
2-Butoxyethanol,CCCCOCCO,-0.42,True,CCCCOCCO,1,False,0,118.17599999999999,8
Quintozene,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,True,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,False,0,295.336,14
Androsterone,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,True,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,1,False,0,290.447,21
Flurochloridone,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,True,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,1,False,0,312.118,19
Quinoline,c1ccc2ncccc2c1,-1.3,True,c1ccc2ncccc2c1,1,False,0,129.16199999999998,10
methyl gallate,COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24,True,COC(=O)c1cc(O)c(O)c(O)c1,1,False,0,184.147,13
fluconazole,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8,True,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1,False,0,306.276,22
Chlorzoxazone,Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004,True,O=c1[nH]c2cc(Cl)ccc2o1,1,False,0,169.567,11
"2,2',3,4,4',5',6-PCB",Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,True,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,1,False,0,395.3270000000001,19
alloxan,O=C1NC(=O)C(=O)C(=O)N1 ,-1.25,True,O=C1NC(=O)C(=O)C(=O)N1,1,False,0,142.07,10
"1,3-Dichloropropane",ClCCCCl,-1.62,True,ClCCCCl,1,False,0,112.98700000000001,5
m-Fluorobromobenzene,Fc1cccc(Br)c1,-2.67,True,Fc1cccc(Br)c1,1,False,0,175.0,8
p-Chlorobromobenzene,Clc1ccc(Br)cc1,-3.63,True,Clc1ccc(Br)cc1,1,False,0,191.45499999999998,8
"2,3-Dimethylbutane",CC(C)C(C)C,-3.65,True,CC(C)C(C)C,1,False,0,86.178,6
1-Butene,CCC=C,-1.94,True,C=CCC,1,False,0,56.108,4
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,True,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,1,False,0,360.88200000000006,18
cytosine,Nc1cc[nH]c(=O)n1 ,-1.155,True,Nc1cc[nH]c(=O)n1,1,False,0,111.104,8
"1,1,2-Trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,-3.04,True,FC(F)(Cl)C(F)(Cl)Cl,1,False,0,187.37500000000003,8
Propionitrile,CCC#N,0.28,True,CCC#N,1,False,0,55.07999999999999,4
"O,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,True,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,1,False,0,320.04600000000005,18
o-Nitroanisole,COc1ccccc1N(=O)=O,-1.96,True,COc1ccccc1[N+](=O)[O-],1,False,0,153.13699999999997,11
Prasterone,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,True,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1,False,0,288.43100000000004,21
Procymidone,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,True,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,1,False,0,284.142,18
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,True,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,1,False,0,276.338,22
Dinoseb,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38,True,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,False,0,240.21499999999995,17
meconin,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,True,COC1=C(OC)C2C(=O)OCC2C=C1,1,False,0,196.20199999999997,14
Glycerol,OCC(O)CO,1.12,True,OCC(O)CO,1,False,0,92.09400000000001,6
Guaiacol,COc1ccccc1O ,-1.96,True,COc1ccccc1O,1,False,0,124.13899999999997,9
chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67,True,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1,False,0,350.591,18
9-Methylanthracene,Cc1c2ccccc2cc3ccccc13,-5.89,True,Cc1c2ccccc2cc2ccccc12,1,False,0,192.261,15
Antipyrene,Cc1cc(=O)n(c2ccccc2)n1C,0.715,True,Cc1cc(=O)n(-c2ccccc2)n1C,1,False,0,188.23000000000002,14
Methyl butyl ether ,CCCCOC,-0.99,True,CCCCOC,1,False,0,88.14999999999999,6
7-methylpteridine,Cc2cnc1cncnc1n2,-0.8540000000000001,True,Cc1cnc2cncnc2n1,1,False,0,146.153,11
simazine,CCNc1nc(Cl)nc(NCC)n1 ,-4.55,True,CCNc1nc(Cl)nc(NCC)n1,1,False,0,201.661,13
"N,N-Dimethylacetamide",CN(C)C(=O)C,1.11,True,CC(=O)N(C)C,1,False,0,87.12199999999999,6
Simetryn,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,True,CSc1nc(N(C)C)nc(N(C)C)n1,1,False,0,213.31,14
Ethylene,C=C,-0.4,True,C=C,1,False,0,28.053999999999995,2
"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,-0.5,True,CC(C)(C)CCO,1,False,0,102.17699999999999,7
5-Allyl-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,True,C=CCC1(CC)C(=O)NC(=O)NC1=O,1,False,0,196.20599999999996,14
"2,3,4-Trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl,-2.67,True,Oc1ccc(Cl)c(Cl)c1Cl,1,False,0,197.448,10
Anisole,COc1ccccc1,-1.85,True,COc1ccccc1,1,False,0,108.13999999999997,8
chloropropylate,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,True,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,1,False,0,339.21800000000013,22
aldosterone,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85,True,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,1,False,0,360.45000000000005,26
Difenoxuron,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,True,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,1,False,0,286.331,21
4-Ethyltoluene,CCc1ccc(C)cc1,-3.11,True,CCc1ccc(C)cc1,1,False,0,120.19499999999996,9
Diisopropylsulfide,CC(C)SC(C)C,-2.24,True,CC(C)SC(C)C,1,False,0,118.24499999999999,7
"1,3-Dinitrobenzene",O=N(=O)c1cccc(c1)N(=O)=O,-2.29,True,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,1,False,0,168.10799999999995,12
Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,True,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,1,False,0,384.4870000000002,19
probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,True,CCC1(C(C)C)C(=O)NC(=O)NC1=O,1,False,0,198.22199999999998,14
cortisone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21,True,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,1,False,0,402.48700000000025,29
Metronidazole,Cc1ncc(N(=O)=O)n1CCO,-1.22,True,Cc1ncc([N+](=O)[O-])n1CCO,1,False,0,171.15599999999998,12
p-Chloroaniline,Nc1ccc(Cl)cc1,-1.66,True,Nc1ccc(Cl)cc1,1,False,0,127.574,8
"2,2-Dimethylpentanol",CCCC(C)(C)CO,-1.52,True,CCCC(C)(C)CO,1,False,0,116.20399999999998,8
Furane,c1ccoc1,-0.82,True,c1ccoc1,1,False,0,68.07499999999999,5
Methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,True,COCCCNc1nc(NC(C)C)nc(SC)n1,1,False,0,271.39,18
Norea,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003,True,CN(C)C(=O)NC1CC2CC1C1CCCC21,1,False,0,222.33199999999994,16
t-Butylbenzene ,CC(C)(C)c1ccccc1,-3.66,True,CC(C)(C)c1ccccc1,1,False,0,134.22199999999998,10
kebuzone,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,True,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1,False,0,322.36400000000003,24
